HOSTNAME,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS
MLY04167CICN001,Bundle-Ether100,10.205.233.241/30,
MLY04167CICN001,Bundle-Ether101,10.205.233.245/30,
MLY04167CICN002,Bundle-Ether100,10.205.233.249/30,
MLY04167CICN002,Bundle-Ether101,10.205.233.253/30,
SAJ00S43CICN001,Bundle-Ether100,10.205.234.1/30,
SAJ00S43CICN001,Bundle-Ether101,10.205.234.5/30,
SAJ00S43CICN002,Bundle-Ether100,10.205.234.9/30,
SAJ00S43CICN002,Bundle-Ether101,10.205.234.13/30,
IDGPXIDGCICN001,Bundle-Ether100,10.205.234.17/30,
IDGPXIDGCICN001,Bundle-Ether102,10.205.234.21/30,
IDGPXIDGCICN002,Bundle-Ether100,10.205.234.25/30,
IDGPXIDGCICN002,Bundle-Ether102,10.205.234.29/30,
SIL00609CICN001,Bundle-Ether100,10.205.234.33/30,
SIL00609CICN001,Bundle-Ether101,10.205.234.37/30,
SIL00609CICN002,Bundle-Ether100,10.205.234.41/30,
SIL00609CICN002,Bundle-Ether101,10.205.234.45/30,
DAS00S39CICN001,Bundle-Ether100,10.205.234.49/30,
DAS00S39CICN001,Bundle-Ether102,10.205.234.53/30,
DAS00S39CICN002,Bundle-Ether100,10.205.234.57/30,
DAS00S39CICN002,Bundle-Ether101,10.205.234.61/30,
SILPXSILCICN001,Bundle-Ether100,10.205.234.65/30,
SILPXSILCICN001,Bundle-Ether102,10.205.234.69/30,
SILPXSILCICN002,Bundle-Ether100,10.205.234.73/30,
SILPXSILCICN002,Bundle-Ether102,10.205.234.77/30,
BCR00680CICN001,Bundle-Ether100,10.205.234.81/30,
BCR00680CICN001,Bundle-Ether101,10.205.234.85/30,
BCR00680CICN002,Bundle-Ether100,10.205.234.89/30,
BCR00680CICN002,Bundle-Ether101,10.205.234.93/30,
IMU00638CICN001,Bundle-Ether100,10.205.234.97/30,
IMU00638CICN001,Bundle-Ether103,10.205.234.101/30,
IMU00638CICN002,Bundle-Ether100,10.205.234.105/30,
IMU00638CICN002,Bundle-Ether103,10.205.234.109/30,
IMUS3559CICN001,Bundle-Ether100,10.205.234.113/30,
IMUS3559CICN001,Bundle-Ether101,10.205.234.117/30,
IMUS3559CICN002,Bundle-Ether100,10.205.234.121/30,
IMUS3559CICN002,Bundle-Ether102,10.205.234.125/30,
NACS3561CICN001,Bundle-Ether100,10.205.234.129/30,
NACS3561CICN001,Bundle-Ether101,10.205.234.133/30,
NACS3561CICN002,Bundle-Ether100,10.205.234.137/30,
NACS3561CICN002,Bundle-Ether101,10.205.234.141/30,
TMSS3565CICN001,Bundle-Ether100,10.205.234.145/30,
TMSS3565CICN001,Bundle-Ether101,10.205.234.149/30,
TMSS3565CICN002,Bundle-Ether100,10.205.234.153/30,
TMSS3565CICN002,Bundle-Ether102,10.205.234.157/30,
S33 PLDT ZAPOTE/PANAPAAN DN-1,Bundle-Ether100,10.205.234.161/30,
S33 PLDT ZAPOTE/PANAPAAN DN-1,Bundle-Ether101,10.205.234.165/30,
S33 PLDT ZAPOTE/PANAPAAN DN-2,Bundle-Ether100,10.205.234.169/30,
S33 PLDT ZAPOTE/PANAPAAN DN-2,Bundle-Ether101,10.205.234.173/30,
SMART O08 PAGUDPUD BANGUI DN-1,Bundle-Ether100,10.205.234.193/30,
SMART O08 PAGUDPUD BANGUI DN-1,Bundle-Ether101,10.205.234.213/30,
SMART O08 PAGUDPUD BANGUI DN-2,Bundle-Ether100,10.205.234.217/30,
SMART O08 PAGUDPUD BANGUI DN-2,Bundle-Ether101,10.205.234.221/30,
BBG00C82CICN001,Bundle-Ether100,10.205.234.225/30,
BBG00C82CICN001,Bundle-Ether101,10.205.236.1/30,
BBG00C82CICN002,Bundle-Ether100,10.205.236.5/30,
BBG00C82CICN002,Bundle-Ether101,10.205.236.9/30,
MDD00N93CICN001,Bundle-Ether100,10.205.236.13/30,
MDD00N93CICN001,Bundle-Ether101,10.205.236.17/30,
MDD00N93CICN002,Bundle-Ether100,10.205.236.21/30,
MDD00N93CICN002,Bundle-Ether101,10.205.236.25/30,
GTRN1773CICN001,Bundle-Ether100,10.205.236.29/30,
GTRN1773CICN001,Bundle-Ether101,10.205.236.33/30,
GTRN1773CICN002,Bundle-Ether100,10.205.236.37/30,
GTRN1773CICN002,Bundle-Ether101,10.205.236.41/30,
RSL04943CICN001,Bundle-Ether100,10.205.236.45/30,
RSL04943CICN001,Bundle-Ether101,10.205.236.49/30,
RSL04943CICN002,Bundle-Ether100,10.205.236.53/30,
RSL04943CICN002,Bundle-Ether101,10.205.236.57/30,
SFU00N06CICN001,Bundle-Ether100,10.205.236.61/30,
SFU00N06CICN001,Bundle-Ether101,10.205.236.65/30,
PLDT PANTAL DN 1,Bundle-Ether100,10.205.236.69/30,
PLDT PANTAL DN 1,Bundle-Ether101,10.205.236.73/30,
SUB00527CICN001,Bundle-Ether100,10.205.236.77/30,
SUB00527CICN001,Bundle-Ether101,10.205.236.81/30,
APL00529CICN001,Bundle-Ether100,10.205.236.85/30,
APL00529CICN001,Bundle-Ether101,10.205.236.89/30,
SCC00C03CICN001,Bundle-Ether100,10.205.236.93/30,
SCC00C03CICN001,Bundle-Ether101,10.205.236.97/30,
LYN00Y30CICN001,Bundle-Ether100,10.205.236.101/30,
LYN00Y30CICN001,Bundle-Ether101,10.205.236.105/30,
BVT04682CICN001,Bundle-Ether100,10.205.236.109/30,
BVT04682CICN001,Bundle-Ether101,10.205.236.113/30,
SXZ00Y17CICN001,Bundle-Ether100,10.205.236.117/30,
SXZ00Y17CICN001,Bundle-Ether101,10.205.236.121/30,
SGG00N83CICN001,Bundle-Ether100,10.205.236.125/30,
SGG00N83CICN001,Bundle-Ether101,10.205.236.129/30,
SLC00T89CICN001,Bundle-Ether100,10.205.236.133/30,
SLC00T89CICN001,Bundle-Ether101,10.205.236.137/30,
BON00C36CICN002,Bundle-Ether100,10.205.236.141/30,
BON00C36CICN002,Bundle-Ether101,10.205.236.145/30,
SMART 5376 TAMARO DN-1,Bundle-Ether100,10.205.236.149/30,
SMART 5376 TAMARO DN-1,Bundle-Ether101,10.205.236.153/30,
BNE00C36CICN001,Bundle-Ether100,10.205.236.157/30,
BNE00C36CICN001,Bundle-Ether101,10.205.236.161/30,
BKO03813CICN001,Bundle-Ether100,10.205.236.165/30,
BKO03813CICN001,Bundle-Ether101,10.205.236.169/30,
BGR05664CICN001,Bundle-Ether100,10.205.236.173/30,
BGR05664CICN001,Bundle-Ether101,10.205.236.177/30,
BGOPXBGOCICU001,Bundle-Ether200,10.205.228.217/30,
BGOPXBGOCICU001,Bundle-Ether201,10.205.228.221/30,
BGOPXBGSCICU001,Bundle-Ether200,10.205.228.225/30,
BGOPXBGSCICU001,Bundle-Ether201,10.205.228.229/30,
BMLPXBMLCICU001,Bundle-Ether200,10.205.228.233/30,
BMLPXBMLCICU001,Bundle-Ether201,10.205.228.237/30,
DGPPXDGPCICU001,Bundle-Ether200,10.205.228.241/30,
DGPPXDGPCICU001,Bundle-Ether201,10.205.228.245/30,
TRCPXLIPCICU001,Bundle-Ether200,10.205.228.249/30,
TRCPXLIPCICU001,Bundle-Ether201,10.205.228.253/30,
SFPPXSFPCICU001,Bundle-Ether200,10.205.230.1/30,
SFPPXSFPCICU001,Bundle-Ether201,10.205.230.5/30,
PRQPXPRQCICU001,Bundle-Ether200,10.205.230.9/30,
PRQPXPRQCICU001,Bundle-Ether201,10.205.230.13/30,
LCNPXLCNCICU001,Bundle-Ether200,10.205.230.17/30,
LCNPXLCNCICU001,Bundle-Ether201,10.205.230.21/30,
LPNPXLPNCICU001,Bundle-Ether200,10.205.230.25/30,
LPNPXLPNCICU001,Bundle-Ether201,10.205.230.29/30,
MTPPXMTPCICU001,Bundle-Ether200,10.205.230.33/30,
MTPPXMTPCICU001,Bundle-Ether201,10.205.230.37/30,
GBAPXGBACICU001,Bundle-Ether200,10.205.230.41/30,
GBAPXGBACICU001,Bundle-Ether201,10.205.230.45/30,
PTB00O69CICU001,Bundle-Ether200,10.205.230.49/30,
PTB00O69CICU001,Bundle-Ether201,10.205.230.53/30,
SST00Y76CICU001,Bundle-Ether200,10.205.230.57/30,
SST00Y76CICU001,Bundle-Ether201,10.205.230.61/30,
PLDT TAMBO AN-1,Bundle-Ether200,10.205.230.65/30,
PLDT TAMBO AN-1,Bundle-Ether201,10.205.230.69/30,
CLAPXCSECICU001,Bundle-Ether200,10.205.230.73/30,
CLAPXCSECICU001,Bundle-Ether201,10.205.230.77/30,
CTN04702CICU001,Bundle-Ether200,10.205.230.81/30,
CTN04702CICU001,Bundle-Ether201,10.205.230.85/30,
LUBPXLUBCICU001,Bundle-Ether200,10.205.230.89/30,
LUBPXLUBCICU001,Bundle-Ether201,10.205.230.93/30,
CYNPXCYNCICU001,Bundle-Ether200,10.205.230.97/30,
CYNPXCYNCICU001,Bundle-Ether201,10.205.230.101/30,
AGSPXAGSCICU001,Bundle-Ether200,10.205.230.105/30,
AGSPXAGSCICU001,Bundle-Ether201,10.205.230.109/30,
CMN05702CICU001,Bundle-Ether400,10.205.230.113/30,
CMN05702CICU001,Bundle-Ether401,10.205.230.117/30,
BMB00C27CICU001,Bundle-Ether400,10.205.230.121/30,
BMB00C27CICU001,Bundle-Ether401,10.205.230.125/30,
PLDT INDANG AN-1,Bundle-Ether300,10.205.231.97/30,
PLDT INDANG AN-1,Bundle-Ether301,10.205.231.101/30,
CAPPXCAPCICU001,Bundle-Ether300,10.205.231.105/30,
CAPPXCAPCICU001,Bundle-Ether301,10.205.231.109/30,
MNGPXMNGCICU001,Bundle-Ether300,10.205.231.113/30,
MNGPXMNGCICU001,Bundle-Ether301,10.205.231.117/30,
PLYPXPLYCICU001,Bundle-Ether300,10.205.231.121/30,
PLYPXPLYCICU001,Bundle-Ether301,10.205.231.125/30,
FLBPXFLBCICU001,Bundle-Ether300,10.205.231.129/30,
FLBPXFLBCICU001,Bundle-Ether301,10.205.231.133/30,
PQIPXPQICICU001,Bundle-Ether300,10.205.231.137/30,
PQIPXPQICICU001,Bundle-Ether301,10.205.231.141/30,
SJNPXSJNCICU001,Bundle-Ether300,10.205.231.145/30,
SJNPXSJNCICU001,Bundle-Ether301,10.205.231.149/30,
BOAPX201CICU001,Bundle-Ether300,10.205.231.153/30,
BOAPX201CICU001,Bundle-Ether301,10.205.231.157/30,
MLY04167CICU001,Bundle-Ether300,10.205.231.161/30,
MLY04167CICU001,Bundle-Ether301,10.205.231.165/30,
ALM00C07CICU001,Bundle-Ether300,10.205.231.169/30,
ALM00C07CICU001,Bundle-Ether301,10.205.231.173/30,
SNL04141CICU001,Bundle-Ether300,10.205.231.177/30,
SNL04141CICU001,Bundle-Ether301,10.205.231.181/30,
GMC00B43CICU001,Bundle-Ether300,10.205.231.185/30,
GMC00B43CICU001,Bundle-Ether301,10.205.231.189/30,
PLDT DINALUPIHAN AN-1,Bundle-Ether300,10.205.231.193/30,
PLDT DINALUPIHAN AN-1,Bundle-Ether301,10.205.231.197/30,
GPNPXGPNCICU001,Bundle-Ether300,10.205.231.201/30,
GPNPXGPNCICU001,Bundle-Ether301,10.205.231.205/30,
BCRPXMOLCICU001,Bundle-Ether300,10.205.231.209/30,
BCRPXMOLCICU001,Bundle-Ether301,10.205.231.213/30,
IMUPXIMUCICU001,Bundle-Ether300,10.205.231.217/30,
IMUPXIMUCICU001,Bundle-Ether301,10.205.231.221/30,
BKO03813CICU001,Bundle-Ether300,10.205.231.225/30,
BKO03813CICU001,Bundle-Ether301,10.205.231.229/30,
MKTG3610CIBP001,Bundle-Ether31,10.205.192.1/30,2405:B800:1::/127
MKTG3610CIBP001,Bundle-Ether31,10.205.192.1/30,2405:B800:1::/127
MKTG3610CIBP002,Bundle-Ether31,10.205.192.5/30,2405:B800:1::2/127
MKTG3610CIBP002,Bundle-Ether31,10.205.192.5/30,2405:B800:1::2/127
MKTG3610CIBP001,Bundle-Ether33,10.205.192.66/30,2405:B800:1::21/127
MKTG3610CIBP002,Bundle-Ether33,10.205.192.70/30,2405:B800:1::23/127
MKTG3610CIBP001,Bundle-Ether32,10.205.192.9/30,2405:B800:1::4/127
MKTG3610CIBP001,Bundle-Ether32,10.205.192.9/30,2405:B800:1::4/127
MKTG3610CIBP002,Bundle-Ether32,10.205.192.13/30,2405:B800:1::6/127
MKTG3610CIBP002,Bundle-Ether32,10.205.192.13/30,2405:B800:1::6/127
SPC00E67CIBP001,Bundle-Ether32,10.205.192.17/30,2405:B800:1::8/127
SPC00E67CIBP001,Bundle-Ether32,10.205.192.17/30,2405:B800:1::8/127
SPC00E67CIBP002,Bundle-Ether32,10.205.192.21/30,2405:B800:1::A/127
SPC00E67CIBP002,Bundle-Ether32,10.205.192.21/30,2405:B800:1::A/127
SPC00E67CIBP001,Bundle-Ether33,10.205.192.74/30,2405:B800:1::25/127
SPC00E67CIBP002,Bundle-Ether33,10.205.192.78/30,2405:B800:1::27/127
SPC00E67CIBP001,Bundle-Ether48,10.205.192.49/30,
SPC00E67CIBP001,Bundle-Ether48,10.205.192.49/30,
SPC00E67CIBP002,Bundle-Ether48,10.205.192.57/30,
SPC00E67CIBP002,Bundle-Ether48,10.205.192.57/30,
SPC00E67CIBP001,Bundle-Ether49,10.205.192.53/30,
SPC00E67CIBP001,Bundle-Ether49,10.205.192.53/30,
SPC00E67CIBP002,Bundle-Ether49,10.205.192.61/30,
SPC00E67CIBP002,Bundle-Ether49,10.205.192.61/30,
LCN04117CIBP001,Bundle-Ether53,10.205.192.41/30,
LCN04117CIBP001,Bundle-Ether53,10.205.192.41/30,
LCN04117CIBP002,Bundle-Ether53,10.205.192.45/30,
LCN04117CIBP002,Bundle-Ether53,10.205.192.45/30,
SFUN3814CIBP001,Bundle-Ether58,10.205.192.81/30,
SFUN3814CIBP001,Bundle-Ether58,10.205.192.81/30,
SFUN3814CIBP002,Bundle-Ether58,10.205.192.85/30,
SFUN3814CIBP002,Bundle-Ether58,10.205.192.85/30,
MKTG3610CIBP001,Bundle-Ether63,10.205.192.25/30,
MKTG3610CIBP001,Bundle-Ether63,10.205.192.25/30,
MKTG3610CIBP002,Bundle-Ether63,10.205.192.33/30,
MKTG3610CIBP002,Bundle-Ether63,10.205.192.33/30,
MKTG3610CIBP001,Bundle-Ether62,10.205.192.29/30,
MKTG3610CIBP001,Bundle-Ether62,10.205.192.29/30,
MKTG3610CIBP002,Bundle-Ether64,10.205.192.37/30,
MKTG3610CIBP002,Bundle-Ether64,10.205.192.37/30,
BABPXBABCICN001,Bundle-Ether500,10.205.228.9/30,
CMLPXCMLCICN001,Bundle-Ether500,10.205.228.13/30,
CAPPXCAPCICN001,Bundle-Ether500,10.205.228.17/30,
FLBPXFLBCICN001,Bundle-Ether500,10.205.228.21/30,
BOAPX201CICN001,Bundle-Ether500,10.205.228.25/30,
LBSPXLBSCICN001,Bundle-Ether500,10.205.228.29/30,
PQIPXPQICICN001,Bundle-Ether500,10.205.228.33/30,
PLDT SAN JOSE DN 1,Bundle-Ether500,10.205.228.37/30,
SPLPXSPLCICN001,Bundle-Ether500,10.205.228.41/30,
VALPXVALCICN001,Bundle-Ether500,10.205.228.45/30,
SNL04141CICN001,Bundle-Ether500,10.205.228.49/30,
MLY04167CICN001,Bundle-Ether500,10.205.228.53/30,
BVT04682CICN001,Bundle-Ether500,10.205.228.57/30,
IFA04709CICN001,Bundle-Ether500,10.205.228.61/30,
RSL04943CICN001,Bundle-Ether500,10.205.228.65/30,
SNZ00536CICN001,Bundle-Ether500,10.205.228.69/30,
MXC00539CICN001,Bundle-Ether500,10.205.228.73/30,
SJN00546CICN001,Bundle-Ether500,10.205.228.77/30,
PLY00547CICN001,Bundle-Ether500,10.205.228.81/30,
TRC00587CICN001,Bundle-Ether500,10.205.228.85/30,
ORI00590CICN001,Bundle-Ether500,10.205.228.89/30,
ALF00634CICN001,Bundle-Ether500,10.205.228.93/30,
BCR00680CICN001,Bundle-Ether500,10.205.228.97/30,
LUC00B40CICN01,Bundle-Ether500,10.205.228.101/30,
GMC00B43CICN001,Bundle-Ether500,10.205.228.105/30,
TIA00B54CICN001,Bundle-Ether500,10.205.228.109/30,
BAB00B90CICN001,Bundle-Ether500,10.205.228.113/30,
URD00C01CICN001,Bundle-Ether500,10.205.228.117/30,
MDF00C05CICN001,Bundle-Ether500,10.205.228.121/30,
AOO00C08CICN01,Bundle-Ether500,10.205.228.125/30,
ASI00C10CICN001,Bundle-Ether500,10.205.228.129/30,
BTY00C15CICN001,Bundle-Ether500,10.205.228.133/30,
LAG00C18CICN001,Bundle-Ether500,10.205.228.137/30,
ILA00C31CICU001,Bundle-Ether500,10.205.228.141/30,
MNG00C43CICN001,Bundle-Ether500,10.205.228.145/30,
CUR00C80CICN001,Bundle-Ether500,10.205.228.149/30,
BBG00C82CICN001,Bundle-Ether500,10.205.228.153/30,
GTRN1773CICN001,Bundle-Ether500,10.205.228.157/30,
TRC00N26CICN001,Bundle-Ether500,10.205.228.161/30,
MDD00N93CICN001,Bundle-Ether500,10.205.228.165/30,
CON00O39CICN001,Bundle-Ether500,10.205.228.169/30,
PRC00O66CICN001,Bundle-Ether500,10.205.228.173/30,
PBL00Q47CICN001,Bundle-Ether500,10.205.228.177/30,
PBS00Q85CICN001,Bundle-Ether500,10.205.228.181/30,
SAJ00S43CICN001,Bundle-Ether500,10.205.228.185/30,
PGP00U33CICN001,Bundle-Ether500,10.205.228.189/30,
PWG00Y37CICN001,Bundle-Ether500,10.205.234.253/30,
TRCN3821CIBE001,Bundle-Ether33,10.205.195.121/30,2405:b800:1::150/127
TRCN3821CIBE001,Bundle-Ether34,10.205.195.125/30,2405:b800:1::152/127
TRCN3821CIBE002,Bundle-Ether33,10.205.195.129/30,2405:b800:1::154/127
TRCN3821CIBE002,Bundle-Ether34,10.205.195.133/30,2405:b800:1::156/127
